Year,Life_expectancy ,infant_deaths,Alcohol,percentage_expenditure,Hepatitis B,Measles ,under_five_deaths ,Polio,Total_expenditure,Diphtheria ,Income_composition_of_resources,Schooling
2010,68.4,15,11.05,162.8088054,97,129,17,98,6.83,97,0.773,13.7
2009,68.2,15,11.21,137.0063357,98,101,18,98,7.44,98,0.776,14
2008,67.5,16,12.04,161.7301654,98,27,18,98,6.22,98,0.769,13.9
2007,67.3,16,12.19,11.02617159,98,173,19,98,5.38,98,0.761,13.8
2006,66.4,17,11.79,12.25184084,98,1147,20,98,5.3,98,0.754,13.8
2005,65,18,11.57,625.5081805,97,454,20,98,5.21,98,0.748,13.7
2004,64.9,19,11.5,46.51559476,96,2444,21,98,5.19,97,0.741,13.6
2003,64.6,20,11.32,333.2148711,94,3291,22,97,5.61,96,0.733,13.2
2002,64.8,20,10.87,266.5416917,81,580,24,97,5.99,97,0.727,12.8
2001,65.1,21,10.47,2.642527148,43,2072,25,97,5.67,96,0.72,12.5
2000,65,22,10.18,224.4600248,,4800,26,97,5.42,96,0.709,12.1
2015,66.1,11,,0,98,1,15,99,,98,0.493,10.8
2014,65.7,12,0.01,7.549797238,98,10,16,98,7.53,98,0.488,10.8
2013,65.2,12,0.01,11.71090655,98,17,17,98,7.69,98,0.485,10.8
2012,64.6,13,0.01,9.774676411,98,75,18,98,7.68,98,0.475,10.5
2011,63.8,14,8.34,9.074569426,97,31,20,93,7.71,97,0.464,10.2
2010,62.8,16,7.92,63.78723633,97,121,23,93,7.91,97,0.454,10
2009,61,17,7.11,9.165614959,97,5,25,93,7.2,97,0.447,10.2
2008,68,18,6.39,0.661540371,97,6,28,97,7.66,97,0.438,10.4
2007,59.6,20,6.78,7.409771603,97,26,30,98,8.49,97,0.424,10.1
2006,57.6,22,6.88,78.47020226,99,494,34,99,1.2,99,0.404,9.3
2005,55.3,24,7.01,39.44666715,95,129,38,95,6.83,95,0.388,8.8
2004,53.4,26,6.75,31.93566186,89,386,42,89,6.24,89,0.371,8.2
2003,52,29,6.66,33.30286123,96,1064,46,96,6.34,96,0.359,7.6
2002,57,31,7.82,1.9659778,88,2738,50,85,4.18,88,0.343,7.2
2001,48.6,33,5.72,0.388253772,,896,54,76,4.38,77,0.332,7.1
2000,48.3,34,7.13,18.41791804,,2095,57,9,4.22,9,0.318,6.6
2013,,0,8.54,0,97,0,0,96,6.14,96,0.749,13.4
2015,75.2,0,,0,99,0,0,99,,99,0.735,13.1
2014,75,0,9.97,0,99,0,0,99,6.72,99,0.723,13.1
2013,74.8,0,9.73,0,99,0,0,99,7.85,99,0.734,13.1
2012,74.7,0,9.99,0,98,0,0,98,8.35,98,0.735,13
2011,74.6,0,10.43,0,99,0,0,99,7.58,99,0.733,12.9
2010,74.2,0,10.87,0,97,0,0,97,8.1,97,0.724,12.8
2009,74.3,0,11.09,0,95,0,0,95,8.12,95,0.717,12.7
2008,74.1,0,12.09,0,96,0,0,96,7.43,96,0.71,12.6
2007,73.9,0,12.68,0,99,0,0,99,6.81,99,0.707,12.8
2006,73.5,0,13.45,0,85,0,0,85,6.37,85,0.694,12.4
2005,73.1,0,12.32,0,95,0,0,95,6.25,95,0.689,12.2
2004,72.6,0,11.93,0,91,0,0,91,6.2,91,0.686,12.3
2003,72.2,0,12.55,0,84,0,0,91,6.1,9,0.684,12.4
2002,72,0,11.85,0,14,0,0,9,6.33,74,0.681,12.5
2001,71.8,0,12.03,0,,0,0,99,6.1,99,0.684,12.6
2000,71.6,0,11.69,0,,0,0,7,5.53,7,0,12.8
2015,73.2,0,,0,98,0,0,97,,98,0.72,13.3
2014,73.1,0,7.01,0,98,0,0,97,8.63,98,0.72,13.3
2013,72.7,0,7.07,0,97,0,0,97,5.21,97,0.717,13.3
2012,72.8,0,6.93,0,96,0,0,96,8.48,96,0.713,13.3
2011,72.7,0,7.02,0,96,0,0,96,4.99,96,0.712,13.3
2010,72.5,0,7,0,99,0,0,99,4.71,99,0.711,13.3
2009,72.3,0,6.85,0,99,0,0,99,5.13,99,0.709,13.3
2008,72.1,0,6.92,0,99,0,0,99,4.7,99,0.704,13.3
2007,71.9,0,5.89,0,99,0,0,99,3.92,99,0.702,13.3
2006,71.7,0,5.93,0,99,0,0,99,3.88,99,0.695,13.3
2005,71.4,0,6.04,0,99,0,0,93,3.66,99,0.692,13.3
2004,71.2,0,5.42,0,99,0,0,99,3.72,99,0.689,13.2
2003,71,0,5.1,0,31,0,0,99,3.91,99,0.682,13
2002,79,0,4.94,0,,0,0,99,3.93,99,0.677,12.9
2001,79,0,4.73,0,,0,0,99,3.64,99,0.673,12.8
2000,79,0,4.8,0,,0,0,99,3.73,98,0,12.7
2015,74,0,,0,59,0,0,61,,66,0.702,12.9
2014,73.8,0,0.01,660.2777923,56,0,0,58,7.22,63,0.701,12.9
2013,73.6,0,0.01,698.3522786,6,0,0,62,6.91,67,0.7,12.9
2012,73.2,0,0.01,492.0552263,64,1,0,62,5.2,64,0.698,12.9
2011,73,0,2.15,558.7206486,58,0,0,6,5.8,65,0.693,12.9
2010,72.6,0,3.01,434.7940679,57,8,0,57,5.7,62,0.69,12.9
2009,76,0,2.88,42.12368374,44,0,0,45,5.4,49,0.691,12.9
2008,72.5,0,3.97,47.35260547,12,0,0,54,4.52,26,0.688,12.9
2007,72.2,0,3.85,47.73638191,46,0,0,49,5.25,53,0.682,12.9
2006,72,0,3.52,40.22855669,35,0,0,37,4.68,39,0.677,12.7
2005,71.6,0,3.63,287.4671305,41,0,0,55,4.47,49,0.671,12.6
2004,71.4,0,3.62,310.6117683,54,0,0,26,4.45,55,0.665,12.4
2003,79,0,4.17,24.99717134,83,0,0,82,4.71,83,0.659,12.3
2002,76,0,3.3,208.1688437,86,0,0,85,5.1,86,0.653,12.1
2001,75,0,3.43,199.4118322,89,0,0,83,5.16,85,0.645,12
2000,72,0,3,21.2543002,89,0,0,94,5.31,95,0.64,12.1
2013,,0,0.01,0,69,0,0,69,6.5,69,,15.1
2015,67.5,0,,0,96,0,0,96,,96,0.565,11.2
2014,67.3,0,0.01,225.7307751,95,0,0,95,8.35,95,0.562,11.1
2013,67.1,0,0.01,200.6600988,97,0,0,97,9.76,97,0.559,11
2012,66.9,0,0.01,8.198047581,96,0,0,96,8.6,96,0.553,10.8
2011,66.6,0,5.69,7.495401346,96,0,0,96,5.44,96,0.546,10.6
2010,66.2,0,5.58,63.04032682,98,0,0,98,5.24,98,0.542,10.6
2009,65.8,0,4.13,11.13608747,98,0,0,99,6.65,98,0.533,10.1
2008,65.4,0,4.36,62.8565863,99,0,0,99,5.66,99,0.531,10.4
2007,65.1,0,4.14,49.93698173,87,0,0,98,7.44,97,0.527,10.3
2006,64.7,0,5.46,47.08931143,75,0,0,97,7.84,97,0.521,10.2
2005,64.3,0,5.27,10.8139134,96,0,0,97,1.4,97,0.514,10
2004,63.8,0,5.78,9.013493879,7,0,0,99,9.94,96,0.509,9.8
2003,63.4,0,6.54,86.42744056,43,0,0,94,11.12,94,0.504,9.7
2002,63.1,0,5.8,50.80181435,,0,0,92,1.21,92,0.501,9.6
2001,62.8,0,5.02,3.841228575,,0,0,9,1.28,92,0.497,9.4
2000,62.6,0,5.07,0,,0,0,87,8.86,82,0.488,9.3
2015,74.5,7,,0,98,219,8,97,,98,0.845,16.1
2014,74.4,7,0.09,2017.643131,98,154,9,98,4.68,98,0.841,15.8
2013,74.3,8,0.09,2047.113102,98,1164,9,98,4.25,98,0.83,15.2
2012,74.1,8,0.09,196.3808305,98,294,9,98,3.86,98,0.818,14.5
2011,73.9,8,0.09,173.5755595,98,362,9,98,3.57,98,0.804,13.9
2010,73.7,8,0.09,1197.946328,98,334,9,98,3.49,98,0.792,13.3
2009,73.4,8,0.09,117.9227998,98,82,10,98,4.9,98,0.787,13
2008,73.3,9,0.09,15.50666857,98,158,10,98,2.87,98,0.779,12.8
2007,73.2,9,0.1,1307.89002,96,4648,10,96,3.49,96,0.773,12.7
2006,73.2,9,0.08,1395.454965,96,807,10,96,3.55,96,0.767,12.5
2005,73.1,9,0.05,1117.048134,97,373,10,96,3.42,96,0.761,12.4
2004,73.1,9,0.06,816.4795082,96,1880,11,96,3.58,96,0.754,12.3
2003,73,9,0.05,832.3688708,95,1208,11,95,4.2,95,0.747,12.2
2002,72.9,10,0.05,688.0972667,97,311,11,95,4.28,95,0.745,12.1
2001,72.8,10,0.05,710.4952397,95,155,12,97,4.49,97,0.742,12
2000,72.6,10,0.05,782.1799815,93,0,12,95,4.24,95,0.737,11.8
2015,66.7,19,,0,89,58,26,85,,89,0.491,9.5
2014,66.4,19,0.26,12.80528533,89,32,27,85,4.66,89,0.483,9.1
2013,66,20,0.26,11.8385319,92,17,28,89,4.51,92,0.474,8.7
2012,65.6,20,0.28,10.20659464,91,46,29,83,4.31,91,0.463,8.3
2011,64.9,20,0.32,1.431051664,92,18,31,89,4.42,92,0.455,7.9
2010,64.3,21,0.28,1.020071763,89,428,32,76,4.62,89,0.449,7.7
2009,63.5,21,0.3,1.177477677,86,999,33,83,4.81,86,0.444,7.5
2008,62.8,22,0.28,1.08833088,88,6,34,87,4.94,88,0.435,7.1
2007,62.1,22,0.32,8.309152927,94,11,36,93,4.72,94,0.425,6.8
2006,61.3,23,0.34,10.43022617,89,3,38,89,5.44,89,0.422,6.6
2005,65,23,0.33,96.03725103,84,0,40,84,5.35,84,0.415,6.4
2004,59.7,24,0.35,66.02236299,54,31,42,87,5.68,87,0.408,6.2
2003,59,25,0.33,62.21977893,,1519,44,73,5.4,73,0.401,5.9
2002,58.4,25,0.36,49.73511396,,18184,47,6,5.6,6,0.397,5.7
2001,57.9,26,0.34,6.064221202,,24789,49,49,4.98,52,0.381,5.4
2000,57.5,27,0.29,5.397368532,,5839,50,49,4.63,52,0.378,5.2
2015,75.6,1,,0,94,383,1,95,,95,0.775,14.4
2014,75.4,1,9.09,8.617208431,92,37,1,93,1.37,93,0.771,14.3
2013,75.3,1,9.16,880.6403367,91,1,1,97,1.12,95,0.766,14.1
2012,74.9,1,9.38,742.5109709,97,0,1,93,9.89,91,0.767,14
2011,74.6,1,9.56,915.3190791,94,370,1,94,9.72,94,0.757,13.5
2010,74.4,1,9.65,774.4396617,89,20,1,91,1.9,91,0.755,13.6
2009,74.1,1,9.85,820.8109098,93,1,1,97,9.9,95,0.754,13.6
2008,74,1,9.54,96.33237912,93,2,1,95,1.5,95,0.749,13.5
2007,73.8,1,9.3,772.8700353,99,201,1,93,1.2,94,0.743,13.5
2006,73.6,1,8.58,541.8243468,93,2,1,97,8.99,92,0.739,13.4
2005,73,1,9.6,503.1115947,65,2,1,98,8.7,98,0.73,13.2
2004,73,1,7.42,462.7076756,89,11,1,96,8.24,88,0.72,13.1
2003,73,1,7.25,389.7515212,,15,1,89,8.13,89,0.715,13
2002,72.9,1,6.95,292.6142378,,63,1,95,8.9,95,0.715,13.2
2001,73.1,1,7.53,222.5065705,,35,1,93,6.89,93,0.709,13.1
2000,72.6,1,7.38,11.85928108,,38,2,98,6.53,95,0.702,13
2015,73.2,0,,0,98,0,0,97,,97,0.781,14.1
2014,73,0,0.01,151.1045552,99,0,0,99,3.37,99,0.766,13.2
2013,72.9,0,0.01,1521.672751,99,0,0,98,3.58,98,0.762,13.5
2012,72.7,0,0.01,177.2633961,99,0,0,98,4.8,98,0.755,13.5
2011,72.6,0,9.72,1121.475547,99,0,0,99,3.38,99,0.744,13.3
2010,72.4,0,6.51,16.49232317,99,0,0,99,3.59,99,0.74,13.2
2009,72.3,0,4.94,75.2256582,99,0,0,99,2.64,99,0.739,13.2
2008,72.2,0,6.33,701.8526364,99,0,0,99,2.64,99,0.739,13.2
2007,72.2,0,8.12,916.4741775,99,1,0,99,3.3,99,0.733,13.1
2006,72.2,0,8.12,102.373909,99,10,0,99,3.73,99,0.728,13.1
2005,72.2,0,7.82,21.4653132,99,0,0,99,3.91,99,0.712,12.1
2004,72.1,0,7.91,12.94324581,99,0,0,99,4.17,99,0.715,12.3
2003,72.1,0,7.41,843.1186662,99,0,0,99,4.64,99,0.713,12.1
2002,72.1,0,11.15,562.3601848,99,0,0,99,4.21,99,0.712,12.1
2001,72,0,6.72,643.7035752,96,0,0,96,4.45,96,0.714,12.2
2000,71.8,0,8.24,601.7608115,98,0,0,98,4.62,98,0,12.3
2015,51,22,,0,86,607,30,86,,86,0.431,9.5
2014,48.1,23,0.01,1.443286353,83,1006,32,83,11.9,83,0.426,9.5
2013,54,23,0.01,1.321464076,92,15,33,92,11.59,92,0.413,9.3
2012,49.7,25,0.01,54.56033696,91,678,35,91,11.24,91,0.401,9.1
2011,48.9,26,3.78,54.6659175,89,1865,38,88,11.98,89,0.392,8.9
2010,48.1,27,3.84,5.347717533,86,1089,40,84,1.32,86,0.384,8.7
2009,47.1,28,3.97,49.8371267,84,31,42,81,13.13,84,0.375,8.5
2008,46.2,29,3.91,5.379606465,77,44,44,75,1.29,77,0.367,8.3
2007,45.3,29,3.86,45.57108889,63,0,45,63,1.12,64,0.357,8.2
2006,44.3,30,3.8,38.00075788,,33,46,65,1.68,64,0.348,8
2005,43.3,30,3.83,42.08892911,,29,47,67,12.25,65,0.341,7.8
2004,42.3,30,3.99,38.52454761,,7,47,69,11.66,65,0.332,7.6
2003,41.5,30,4.07,38.61473209,,586,47,66,11.69,73,0.322,7.4
2002,48,30,4.06,36.59114895,,568,48,54,11.96,53,0.306,7.2
2001,41,30,4.21,33.34691455,,649,48,38,11.83,38,0.302,7
2000,39,29,3.97,20.39568283,,3575,48,46,13.63,44,0.292,6.7
2015,83.1,0,1.79,0,96,0,0,96,,96,0.924,15.4
2014,82.9,0,1.83,7971.646361,96,0,0,96,4.92,96,0.922,15.4
2013,82.7,0,1.83,714.3441019,97,138,0,97,4.53,97,0.92,15.4
2012,82.5,0,1.89,6041.858981,97,42,0,97,4.22,97,0.917,15.4
2011,82.2,0,1.8,638.0001097,96,148,0,96,3.93,96,0.911,15.2
2010,82,0,1.84,4540.543752,96,50,0,96,3.96,96,0.889,14.5
2009,81.7,0,1.73,462.9306986,96,16,0,97,4.27,97,0.887,14.4
2008,81.4,0,1.7,3404.13099,97,18,0,97,3.91,97,0.88,14.2
2007,81.1,0,1.6,3082.973535,96,15,0,97,3.46,97,0.873,14.1
2006,87,0,1.55,2639.376955,95,23,0,95,3.66,95,0.839,13.9
2005,82,0,1.49,2356.731479,96,33,0,96,3.74,96,0.821,12.6
2004,79.7,0,1.45,204.2481892,94,96,0,95,3.17,95,0.82,12.7
2003,79.3,0,1.43,2263.068326,95,33,0,96,3.63,96,0.819,12.7
2002,79,0,2.16,142.0989818,95,211,0,94,2.84,94,0.818,12.6
2001,78.7,0,2.08,1003.366877,95,408,0,95,2.37,96,0.82,12.7
2000,78.3,0,2.03,1855.828806,97,141,0,98,2.71,98,0.81,12.5
2015,76.7,0,,0,96,1,0,96,,96,0.842,15
2014,76.4,0,10.6,0,97,0,0,97,8.5,97,0.841,15.1
2013,76.1,0,9.89,0,98,0,0,98,8,98,0.838,15
2012,75.8,0,10.12,0,99,0,0,99,8.15,99,0.835,15
2011,75.6,0,10.24,0,99,0,0,99,7.96,99,0.829,15
2010,75.1,0,10.13,0,99,0,0,99,8.51,99,0.822,15
2009,75,0,10.63,0,99,0,0,99,9.15,99,0.82,14.9
2008,74.7,0,11.37,0,99,0,0,99,8.2,99,0.813,14.8
2007,74.4,0,10.58,0,99,0,0,99,7.76,99,0.802,14.5
2006,74.3,0,10.28,0,99,0,0,99,7.35,99,0.793,14.3
2005,74,0,10.81,0,99,0,0,99,7.4,99,0.784,14
2004,74.1,0,10.03,0,99,2,0,99,7.21,99,0.776,13.8
2003,73.8,0,9.85,0,99,1,0,98,5.82,99,0.771,13.6
2002,73.7,0,10.78,0,99,0,0,98,5.63,99,0.763,13.3
2001,73.3,0,10.73,0,99,0,1,99,5.5,99,0.763,13.3
2000,73,0,11.06,0,98,0,1,98,5.5,99,0.761,13
2015,88,0,,0,,18,0,95,,95,0.888,17.3
2014,87,0,10.46,31.13492794,,52,0,95,9.23,95,0.888,17.6
2013,85,0,9.53,259.7786785,,1,0,95,9.29,95,0.878,16.8
2012,82,0,10.95,3283.024864,,2,0,96,9.37,96,0.877,16.8
2011,79.8,0,10.61,3343.026219,,22,0,96,9.8,96,0.876,17
2010,79.5,0,10.32,3187.496219,,2,0,96,9.7,96,0.872,16.9
2009,79.1,0,10.52,3505.389434,,0,0,96,9.38,96,0.873,16.9
2008,78.9,0,10.94,392.9588536,,0,0,97,8.47,97,0.869,16.9
2007,78.3,0,11.02,3256.724028,,0,0,97,7.98,97,0.865,16.8
2006,78.1,0,12.26,2724.17807,,0,0,97,8.42,97,0.858,16.7
2005,77.5,0,11.14,2503.714258,,0,0,95,8.5,95,0.853,16.3
2004,77.2,0,10,235.3785281,,0,0,94,8.47,94,0.85,16.6
2003,76.5,0,11.58,203.3252124,,0,0,95,8.77,95,0.843,16.1
2002,76.6,0,9.29,1617.473418,,0,0,93,8.62,93,0.835,15.6
2001,76.2,0,10.8,196.3026243,,0,0,93,8.57,92,0.824,14.7
2000,76,0,11.9,161.4473853,,0,0,93,8.26,91,0.818,14.6
2015,69.2,0,,0,98,0,0,99,,98,0.514,9.6
2014,68.8,0,0.01,3.718438799,88,0,0,94,5.5,88,0.512,9.6
2013,68.8,0,0.01,24.73328608,94,0,0,99,5.42,94,0.509,9.5
2012,68.7,0,0.01,247.9492284,99,0,0,99,5.48,99,0.505,9.4
2011,68.5,0,0.99,229.6687488,99,0,0,99,5.8,99,0.497,9.4
2010,68.3,0,1.1,29.5207994,9,0,0,94,7.47,9,0.492,9.3
2009,68.1,0,1.21,244.3976438,92,0,0,98,7.92,92,0.494,9.3
2008,68,0,1.09,19.74929219,89,0,0,94,5.97,89,0.489,9.2
2007,67.6,0,0.85,28.90135229,9,0,0,93,6.42,9,0.482,9
2006,67.6,0,0.99,240.4851202,99,0,0,99,6.66,99,0.47,8.4
2005,67.4,0,0.9,25.31155956,83,0,0,9,7.83,89,0.465,8.3
2004,67.1,0,1.18,195.5259417,81,0,0,89,5.64,9,0.459,8.1
2003,66.8,0,1.18,16.83170578,79,0,0,84,6,84,0.453,8
2002,66.5,0,1.08,156.2847968,75,0,0,78,6.9,78,0.446,7.3
2001,66.2,0,0.7,325.1114746,83,0,0,88,6.44,84,0.442,6.6
2000,65.8,0,0.71,4.24926073,81,0,0,88,4.56,86,0.455,7.2
2015,55,50,,0,42,7497,80,47,,42,,
2014,54.3,51,0.01,0,42,10229,80,47,,42,,
2013,54.2,51,0.01,0,42,3173,81,47,,42,,
2012,53.1,51,0.01,0,,9983,82,47,,42,,
2011,53.1,51,0.01,0,,17298,82,49,,41,,
2010,52.4,52,0.01,0,,115,83,49,,45,,
2009,52.2,52,0.01,0,,13,84,41,,42,,
2008,51.9,52,0.01,0,,1081,84,4,,31,,
2007,51.5,52,0.01,0,,1149,84,4,,4,,
2006,51.5,51,0.01,0,,7,83,26,,26,,
2005,51.6,50,0.01,0,,0,82,35,,35,,
2004,51.2,49,0.01,0,,12008,80,3,,3,,
2003,51.1,48,0.01,0,,8257,78,4,,4,,
2002,58,47,0.01,0,,9559,77,4,,4,,
2001,57,46,0.01,0,,3571,75,33,,33,,
2000,55,45,0.01,0,,3965,74,37,,33,,
2015,62.9,42,,0,75,17,52,75,,75,0.665,13
2014,62,42,7.38,922.0507313,8,66,52,77,8.8,77,0.66,13
2013,69,43,7.34,978.5905287,7,25,54,73,8.78,73,0.652,12.8
2012,59.2,43,7.38,1089.954838,68,32,56,65,8.79,65,0.644,12.8
2011,58.9,43,7.38,123.753335,76,92,58,69,8.61,69,0.638,12.8
2010,58,43,7.28,1038.885632,71,12499,62,72,8.5,72,0.63,12.8
2009,56.5,46,7.6,782.5987144,74,5857,70,75,8.39,76,0.622,12.8
2008,55.3,50,8.19,780.0336423,76,39,75,77,7.75,79,0.616,12.9
2007,54.5,51,8.48,805.490079,83,31,79,79,7.53,82,0.612,12.9
2006,54,54,8.5,732.1255305,83,81,82,79,7.57,82,0.609,12.9
2005,53.8,55,8.69,709.3170967,79,615,84,75,7.77,79,0.609,12.9
2004,53.7,55,6.96,622.043809,76,830,83,73,7.93,74,0.611,12.9
2003,54,55,6.93,519.1563781,71,244,82,7,8.26,69,0.613,12.9
2002,54.9,54,7.04,346.5316007,72,1043,79,7,8.9,7,0.62,12.9
2001,56,52,7.38,365.2585722,72,1166,76,71,8.31,71,0.629,13
2000,57.3,51,7.3,45.96380839,73,1459,73,71,8.7,73,0.635,13
2015,57.3,26,,0,31,878,39,41,,31,0.421,4.9
2014,56.6,26,,46.0744686,,441,39,44,2.74,39,0.421,4.9
2013,56.4,26,,47.44453,,525,40,5,2.62,45,0.417,4.9
2012,56,26,,38.3382324,,1952,40,64,2.77,59,0.419,4.9
2011,55.4,27,,0,,1256,41,66,,61,0.429,4.9
2010,55,27,,0,,0,41,,,,0,0
2009,54.3,27,,0,,0,42,,,,0,0
2008,53.6,27,,0,,0,42,,,,0,0
2007,53.1,27,,0,,0,43,,,,0,0
2006,52.5,28,,0,,0,43,,,,0,0
2005,51.9,28,,0,,0,44,,,,0,0
2004,51.4,29,,0,,0,45,,,,0,0
2003,58,29,,0,,0,46,,,,0,0
2002,52,30,,0,,0,48,,,,0,0
2001,49.6,30,,0,,0,49,,,,0,0
2000,48.9,31,,0,,0,50,,,,0,0
2015,82.8,1,,0,97,115,1,97,,97,0.882,17.7
2014,82.6,1,0.01,42.98847625,96,154,1,97,9.3,97,0.877,17.6
2013,82.4,1,9.25,423.680459,95,131,2,96,9.1,96,0.874,17.5
2012,82,1,9.35,4255.781693,96,1204,2,97,9.39,97,0.871,17.2
2011,82.1,1,9.62,4873.8188,97,3802,2,97,9.48,97,0.867,16.9
2010,81.9,1,9.78,578.7417172,97,302,2,97,9.56,97,0.86,16.4
2009,81.6,2,9.99,5047.254058,96,41,2,96,9.52,96,0.858,16.3
2008,81.3,2,10.24,5596.535203,97,297,2,97,8.8,97,0.854,16.1
2007,89,2,11.05,510.9327012,96,267,2,96,8.36,96,0.849,16
2006,88,2,11.86,4460.390006,97,362,2,98,8.23,98,0.844,15.9
2005,81,2,11.92,405.4475981,96,22,2,96,8.12,96,0.837,15.8
2004,81,2,11.96,3715.370095,97,26,2,97,8.5,97,0.833,15.6
2003,79.4,2,12.09,3205.019918,81,256,2,99,7.99,98,0.83,15.6
2002,79.5,2,12.26,228.3543024,82,67,2,98,7.25,98,0.828,15.7
2001,79.4,2,9.86,2044.169761,83,0,2,95,7.24,96,0.825,15.7
2000,79.1,2,11.12,1934.398154,77,152,2,95,7.21,95,0.82,15.7
2015,74.9,3,,0,99,1568,3,99,,99,0.764,14
2014,74.7,3,2.37,42.7308283,99,1686,3,99,3.5,99,0.76,14
2013,74.6,3,2.56,41.62053588,99,2107,3,99,3.68,99,0.757,13.8
2012,74.5,3,2.8,20.76877311,99,51,4,99,3.21,99,0.752,13.7
2011,74.5,3,3.03,20.83302367,99,60,4,99,3.28,99,0.746,13.6
2010,74.5,3,2.31,191.7267589,99,79,4,99,3.43,99,0.739,13.5
2009,71.8,4,2.05,13.39092189,97,21,4,97,3.37,97,0.735,13.4
2008,72.3,4,2.1,17.81424344,98,33,4,98,3.44,98,0.731,13.3
2007,73.7,4,2.29,127.6377505,98,44,5,98,3.76,98,0.725,13.2
2006,73.8,4,1.96,120.2471713,98,0,5,98,4.6,98,0.718,13.1
2005,74.2,4,1.97,97.76637062,99,3,5,99,4.6,99,0.712,12.9
2004,69.1,6,1.56,15.35342268,62,35,10,97,4.28,97,0.705,12.8
2003,73.9,5,1.69,72.4280894,32,65,5,98,3.95,99,0.697,12.7
2002,73.7,5,1.62,59.63595674,,139,5,98,3.89,98,0.699,12.6
2001,72.7,5,1.68,53.61278637,,309,6,98,3.81,98,0.686,12.5
2000,71.5,5,1.45,60.4909815,,16527,6,99,3.77,99,0.677,12.4
2015,64.1,58,,0,93,3585,85,93,,93,0.488,7.2
2014,63.8,59,0.01,253.6086508,94,676,86,94,8.43,94,0.485,7.2
2013,63.5,60,0.01,227.8353208,93,2813,88,93,8.42,93,0.478,7
2012,63.2,61,0.01,220.522192,92,8523,89,92,8.2,92,0.468,6.8
2011,62.7,61,2.12,196.6892153,93,5616,91,93,8.3,93,0.463,7
2010,62.5,62,1.77,172.0097884,75,680,92,9,7.97,9,0.461,7
2009,62,63,1.99,17.0536929,72,68,94,81,8.4,81,0.456,6.8
2008,61.8,64,2.01,128.6362711,78,129,95,85,8.17,86,0.444,6.3
2007,61.4,65,2.01,86.13166944,78,327,97,84,4.72,84,0.44,6.4
2006,61,66,1.9,60.3368571,6,228,99,77,3.93,78,0.43,6.2
2005,67,66,1.55,37.59039592,22,1374,101,78,3.18,78,0.423,6.1
2004,59.7,68,1.59,37.04479956,,9562,102,74,3.39,74,0.415,5.7
2003,59.6,69,1.74,35.35264737,,4381,104,69,3.18,69,0.409,5.6
2002,59.4,70,1.59,30.62287548,,4529,106,6,2.95,6,0.403,5.6
2001,58.9,71,1.81,28.88069657,,4362,108,66,2.96,66,0.399,5.6
2000,58.6,71,1.76,30.86000992,,2875,109,62,3.23,62,0.394,5.5
2015,71.6,0,,0,89,0,0,89,,89,0.723,12.7
2014,71.4,0,6.32,1132.432517,85,0,0,85,5.69,85,0.722,12.7
2013,71.2,0,6.02,1122.972967,86,0,0,86,5.96,86,0.719,12.7
2012,71.3,0,5.73,1168.324095,84,0,0,84,6.9,84,0.708,12.7
2011,76,0,5.64,989.1263558,86,0,0,86,5.93,86,0.704,12.5
2010,73,0,5.26,99.08095375,86,0,0,96,5.81,96,0.7,12.3
2009,70,0,5.13,885.0739766,87,0,0,85,6.14,87,0.696,12.1
2008,69.8,0,4.94,815.4355995,84,0,0,85,5.92,85,0.691,11.9
2007,69.5,0,4.72,685.0299083,84,0,0,84,5.92,84,0.684,11.7
2006,69.3,0,4.52,72.800168,84,0,0,84,6.22,84,0.678,11.5
2005,68.9,0,4.47,418.9206608,83,0,0,84,6.78,83,0.672,11.3
2004,68.3,0,4.55,4.23257668,,0,0,84,6.88,85,0,11.1
2003,68,0,4.53,32.3662077,,0,0,74,6.62,75,0,10.9
2002,67.9,0,4.41,250.7112373,,0,0,74,7.14,73,0,11
2001,67.7,0,4.23,191.2135044,,0,0,65,8.38,68,0,11
2000,67.4,0,4.29,268.1837972,,0,0,7,9.65,71,0,11.1
2015,58.9,2,,0,9,0,3,84,,9,0.541,11.4
2014,58.4,2,0.01,574.3895102,98,0,3,98,9.25,98,0.541,11.4
2013,57.6,2,0.01,708.9556648,98,0,3,98,9.66,98,0.539,11.4
2012,56.5,2,0.01,720.2333929,95,0,3,92,8.76,95,0.534,11.3
2011,55,2,5.2,735.7090978,91,0,3,85,8.61,91,0.526,11.2
2010,53.6,2,4.93,56.93670561,89,313,4,89,8.47,89,0.523,11
2009,52.6,3,4.9,47.6164523,88,26,4,89,8.46,88,0.519,10.8
2008,51.4,3,4.87,413.0063027,9,1,4,89,8.19,88,0.514,10.6
2007,50,3,5.55,43.3664999,92,0,4,88,7.5,87,0.508,10.5
2006,47.8,3,5.53,437.0802438,93,0,4,88,6.81,87,0.502,9.9
2005,46,3,5.08,372.1651473,95,0,4,88,6.8,86,0.495,9.7
2004,45.6,3,5.78,37.43857664,93,0,4,88,5.88,86,0.492,9.4
2003,45.9,3,5.65,2.819124474,9,350,4,87,5.71,85,0.493,9.1
2002,46.4,3,5.52,131.0421269,88,37,4,87,5.16,85,0.502,9.2
2001,47.1,3,6.72,143.6197316,86,49,4,87,5.11,84,0.506,9.3
2000,48.4,3,7.19,25.21683318,83,10,4,87,5.26,84,0.516,9.4
2015,82.4,0,,0,67,22,0,98,,98,0.909,15.9
